Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,PreferredDayOfWeek,PreferredHour,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,AvgLinesPerInvoice,SupportTicketsCount,SatisfactionScore,SpendingCategory,PreferredTimeOfDay,Region,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Churn,RegMonth,RegWeekday,RegIsWeekend,AccountAgeDays,RegSeason,IsNewClient,AvgBasketValue,CancellationRate,SpendingVolatility,EngagementScore,ProductsPerTransaction
2,278.15000000000003,12.64318181818182,16.884744420803184,-47.6,31.2,285,12.954545454545457,-8,24,1,11,0.0,2.6666666666666665,22,22,11.0,1,0,0.0454545454545454,22,11.0,0.0,2.0,Medium,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,1,9,2,0,485,automne,0,92.71666666666668,0.043478260869565216,1.2375957929624188,2.0,0.9565217391304348
13,1872.28,3.908726513569938,4.738943379921635,-19.95,41.5,829,1.730688935281837,-11,14,2,12,0.1210855949895615,0.7384937238493724,287,288,22.07692307692308,7,0,0.0146137787056367,479,36.84615384615385,2.0,5.0,High,Midi,UK,Semaine,Petit,Explorateur,M,Active,0,12,2,0,373,hiver,0,133.7342857142857,0.014583333333333334,0.9654119794250208,1.6666666666666667,0.5979166666666667
4,664.5400000000001,18.986857142857144,10.13795482665152,5.04,60.0,460,13.142857142857142,2,72,1,11,0.1714285714285714,1.7058823529411764,35,35,8.75,0,0,0.0,35,8.75,2.0,1.0,High,Matin,UK,Semaine,Moyen,Explorateur,F,Active,1,11,1,0,423,automne,0,132.90800000000002,0.0,0.5072310646036011,0.3333333333333333,0.9722222222222222
55,187482.17,534.1372364672364,852.7968451540067,-3825.36,7144.719999999999,69029,196.66381766381767,-756,1944,1,10,0.0,0.9771428571428572,127,128,2.309090909090909,14,0,0.0398860398860398,351,6.381818181818182,2.0,5.0,VIP,Matin,UK,Inconnu,Grand,Explorateur,Unknown,Active,0,11,1,0,402,automne,0,3347.8958928571433,0.03977272727272727,1.5936040085414966,1.6666666666666667,0.36079545454545453
10,3802.81,19.20611111111112,8.151693886927449,-12.75,69.6,1743,8.803030303030303,-1,48,2,10,0.0,1.8426395939086293,119,120,11.9,3,0,0.0151515151515151,198,19.8,2.0,1.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,0,7,1,0,542,été,0,345.71,0.01507537688442211,0.40342715340434415,0.3333333333333333,0.5979899497487438
5,1125.0700000000002,14.42397435897436,7.436190258309396,2.88,47.7,1675,21.47435897435897,3,96,1,12,0.0,4.1688311688311686,67,67,13.4,0,0,0.0,78,15.6,1.0,5.0,High,Midi,UK,Inconnu,Grand,Explorateur,Unknown,Closed,0,5,2,0,597,printemps,0,187.51166666666668,0.0,0.48211894582038683,2.5,0.8481012658227848
3,571.2,190.4,124.64605890279884,81.6,326.4,224,74.66666666666667,32,128,1,10,0.3333333333333333,96.5,1,1,0.3333333333333333,0,0,0.0,3,1.0,3.0,4.0,High,Matin,UK,Semaine,Grand,Spécialisé,Unknown,Active,1,11,5,1,398,automne,0,142.8,0.0,0.6512333276008299,1.0,0.25
2,816.0,408.0,144.2497833620557,306.0,510.0,192,96.0,72,120,1,10,0.0,31.0,1,1,0.5,0,0,0.0,2,1.0,2.0,3.0,High,Matin,UK,Inconnu,Grand,Spécialisé,M,Active,1,4,6,1,621,printemps,0,272.0,0.0,0.3526889568754418,1.0,0.3333333333333333
27,13677.59,21.172739938080497,19.232250935524725,-54.0,214.8,7518,11.637770897832818,-4,120,0,11,0.1191950464396284,0.5271317829457365,267,269,9.88888888888889,8,0,0.0123839009287925,646,23.925925925925927,4.0,2.0,VIP,Matin,Europe continentale,Semaine,Moyen,Explorateur,Unknown,Active,0,11,0,0,403,automne,0,488.48535714285714,0.012364760432766615,0.86738269556368,0.4,0.4126738794435858
10,3478.85,20.70744047619048,12.447314550431903,-13.5,95.7,1686,10.035714285714286,-2,48,1,10,0.0,2.161676646706587,125,126,12.5,3,0,0.0178571428571428,168,16.8,3.0,1.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,8,1,0,514,été,0,316.2590909090909,0.01775147928994083,0.5734123543530881,0.25,0.7396449704142012
19,13110.02,19.00002898550725,8.730463556041434,0.19,104.04,8439,12.230434782608697,1,96,3,10,0.0913043478260869,0.5152394775036284,319,323,16.789473684210527,0,0,0.0,690,36.31578947368421,1.0,2.0,VIP,Matin,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,5,5,1,601,printemps,0,655.501,0.0,0.4365225451607018,1.0,0.46164978292329956
6,1459.86,8.110333333333333,5.463296720978325,0.85,30.0,643,3.5722222222222224,1,12,2,10,0.1722222222222222,1.670391061452514,126,126,21.0,0,0,0.0,180,30.0,1.0,3.0,High,Matin,UK,Semaine,Petit,Explorateur,Unknown,Active,0,2,1,0,689,hiver,0,208.55142857142854,0.0,0.5996813202200788,1.5,0.6961325966850829
4,1195.94,23.9188,21.67795425245262,9.96,102.0,576,11.52,1,48,3,16,0.26,6.938775510204081,39,39,9.75,0,0,0.0,50,12.5,2.0,5.0,High,Après-midi,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,4,1,0,619,printemps,0,239.18800000000002,0.0,0.8699437473896262,1.6666666666666667,0.7647058823529411
4,456.26,14.258125,13.400349884093664,-39.95,51.0,188,5.875,-1,25,1,12,0.0,10.580645161290322,30,30,7.5,1,0,0.03125,32,8.0,3.0,4.0,Medium,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,12,5,1,370,hiver,0,91.252,0.030303030303030304,0.878243551163309,1.0,0.9090909090909091
15,9451.54,43.75712962962963,35.548952728522764,-24.75,204.0,3725,17.24537037037037,-15,80,0,15,0.0324074074074074,1.6372093023255814,102,103,6.8,14,0,0.0648148148148148,216,14.4,3.0,2.0,VIP,Après-midi,UK,Semaine,Grand,Explorateur,Unknown,Active,0,4,6,1,614,printemps,0,590.72125,0.06451612903225806,0.7942634619935285,0.5,0.4700460829493088
15,5145.120000000001,35.97986013986014,40.48105140081608,-44.400000000000006,355.20000000000005,3164,22.125874125874127,-24,192,2,9,0.0,2.5211267605633805,66,66,4.4,1,0,0.0069930069930069,143,9.533333333333331,2.0,5.0,VIP,Matin,UK,Inconnu,Grand,Explorateur,M,Active,0,10,2,0,429,automne,0,321.57000000000005,0.006944444444444444,1.0946783261946966,1.6666666666666667,0.4583333333333333
5,574.0,17.9375,9.154145896629254,-2.9,35.400000000000006,207,6.46875,-2,12,1,12,0.0,2.225806451612903,28,28,5.6,1,0,0.03125,32,6.4,0.0,1.0,High,Midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,1,7,3,0,540,été,0,95.66666666666667,0.030303030303030304,0.48338724206623124,1.0,0.8484848484848485
36,10664.34,21.32868,15.508918859352251,-17.0,153.0,4686,9.372,-6,60,3,10,0.018,0.6953907815631263,211,222,5.861111111111111,24,0,0.048,500,13.88888888888889,1.0,2.0,VIP,Matin,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,1,5,1,720,hiver,0,288.2254054054054,0.04790419161676647,0.6945739228361126,1.0,0.42115768463073855
2,777.0200000000002,12.333650793650795,13.781450284371534,0.95,76.5,343,5.444444444444445,1,24,2,12,0.0,1.8225806451612905,59,59,29.5,0,0,0.0,63,31.5,3.0,2.0,High,Midi,UK,Inconnu,Moyen,Explorateur,F,Active,1,10,0,0,445,automne,0,259.0066666666667,0.0,1.0335841621811463,0.5,0.921875
1,181.11999999999995,6.037333333333332,10.470114755269195,0.42,56.1,125,4.166666666666667,1,48,1,11,0.0,0.0,29,29,29.0,0,0,0.0,30,30.0,4.0,1.0,Medium,Matin,UK,Inconnu,Petit,Explorateur,Unknown,Active,1,4,5,1,629,printemps,0,90.55999999999997,0.0,1.4877957685585257,0.2,0.9354838709677419
11,3541.920000000001,32.199272727272735,26.24020116661431,-16.95,152.64,2012,18.29090909090909,-1,144,3,11,0.0,3.302752293577982,72,76,6.545454545454546,1,0,0.009090909090909,110,10.0,999.0,3.0,VIP,Matin,UK,Inconnu,Grand,Explorateur,F,Active,0,3,1,0,661,printemps,0,295.1600000000001,0.009009009009009009,0.7903848190342542,0.003,0.6486486486486487
15,3729.34,23.906025641025643,23.77280473035787,2.34,179.0,2668,17.102564102564102,5,100,3,12,0.0576923076923076,2.3096774193548386,70,73,4.666666666666667,0,0,0.0,156,10.4,4.0,5.0,VIP,Midi,UK,Semaine,Grand,Explorateur,F,Active,0,9,6,1,474,automne,0,233.08375,0.0,0.9545001307313716,1.0,0.445859872611465
2,373.75,4.397058823529411,3.232635598573595,0.42,16.95,164,1.9294117647058824,1,12,1,13,0.0,4.166666666666667,73,74,36.5,0,0,0.0,85,42.5,3.0,2.0,Medium,Midi,UK,Inconnu,Petit,Explorateur,F,Active,0,10,3,0,428,automne,0,124.58333333333333,0.0,0.5989624542316198,0.5,0.8488372093023255
35,12396.46,23.702600382409177,32.58943993291027,-281.0,141.6,6084,11.632887189292545,-9,100,3,10,0.0,0.6800766283524904,362,365,10.342857142857143,11,0,0.0210325047801147,523,14.942857142857145,1.0,5.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,6,1,0,563,été,0,344.3461111111111,0.02099236641221374,1.3192716324762854,2.5,0.6908396946564885
5,1736.4,23.464864864864865,18.763988626077627,5.04,122.4,1004,13.567567567567568,3,48,2,12,0.0,4.958904109589041,39,39,7.8,0,0,0.0,74,14.8,2.0,4.0,High,Midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,12,0,0,375,hiver,0,289.40000000000003,0.0,0.7669769986355194,1.3333333333333333,0.52
17,8910.61,20.86793911007026,17.506202092550055,-29.9,238.8,4512,10.566744730679156,-2,96,1,11,0.0,0.8075117370892019,272,277,16.0,5,0,0.0117096018735363,427,25.11764705882353,3.0,5.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Suspended,0,4,3,0,631,printemps,0,495.0338888888889,0.011682242990654205,0.8005419259873643,1.25,0.6355140186915887
3,864.86,8.916082474226805,8.39983253264376,0.84,51.0,717,7.391752577319588,1,72,3,11,0.0,3.4375,90,90,30.0,0,0,0.0,97,32.333333333333336,2.0,5.0,High,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,0,4,5,1,615,printemps,0,216.215,0.0,0.8470918383823474,1.6666666666666667,0.9183673469387755
4,1641.7599999999998,14.276173913043475,11.453366515173276,0.85,61.2,862,7.495652173913044,1,48,1,10,0.0,2.192982456140351,93,94,23.25,0,0,0.0,115,28.75,2.0,1.0,High,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Active,1,12,0,0,389,hiver,0,328.352,0.0,0.7497536084866043,0.3333333333333333,0.8017241379310345
4,845.64,6.931475409836065,8.01819703896011,0.55,59.0,453,3.7131147540983607,1,36,4,10,0.0,2.884297520661157,88,89,22.0,0,0,0.0,122,30.5,2.0,10.0,High,Matin,UK,Inconnu,Petit,Explorateur,Unknown,Active,0,11,0,0,410,automne,0,169.128,0.0,1.0109338584113239,3.3333333333333335,0.7154471544715447
10,1661.33,10.718258064516128,8.522112806470998,0.42,46.8,920,5.935483870967742,1,25,1,12,0.0,2.305194805194805,105,105,10.5,0,0,0.0,155,15.5,1.0,3.0,High,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,8,0,0,508,été,0,151.03,0.0,0.7272508217135679,1.5,0.6730769230769231
41,20098.1,27.8753120665742,21.68903334492345,-75.60000000000001,163.2,8278,11.48127600554785,-36,64,2,13,0.0707350901525658,0.4819444444444444,240,245,5.853658536585366,16,0,0.0221914008321775,721,17.585365853658537,3.0,5.0,VIP,Midi,UK,Semaine,Moyen,Explorateur,M,Closed,0,12,2,0,380,hiver,0,478.52619047619044,0.0221606648199446,0.751127236128834,1.25,0.33240997229916897
16,2771.87,19.383706293706293,20.488986140559973,-6.25,157.92000000000002,1152,8.055944055944057,-2,48,0,13,0.0,2.528169014084507,73,74,4.5625,8,0,0.0559440559440559,143,8.9375,4.0,4.0,VIP,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,4,5,1,615,printemps,0,163.05117647058822,0.05555555555555555,1.0051649020711306,0.8,0.5069444444444444
16,3754.27,5.287704225352113,6.990997571820948,0.39,91.8,2034,2.8647887323943664,1,108,3,13,0.0,0.5021156558533145,387,387,24.1875,0,0,0.0,710,44.375,1.0,5.0,VIP,Midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,0,10,5,1,440,automne,0,220.8394117647059,0.0,1.1118521675420334,2.5,0.5443037974683544
6,1119.31,27.98275,18.390927527466168,-2.08,99.6,510,12.75,-1,32,1,13,0.0,7.82051282051282,24,24,4.0,1,0,0.025,40,6.666666666666667,1.0,1.0,High,Midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,10,6,1,425,automne,0,159.90142857142857,0.024390243902439025,0.6345473610152994,0.5,0.5853658536585366
1,230.4,32.91428571428572,23.42416334837657,11.4,81.6,136,19.428571428571427,8,32,1,13,0.0,0.0,7,7,7.0,0,0,0.0,7,7.0,1.0,4.0,Medium,Midi,UK,Inconnu,Grand,Modéré,Unknown,Active,1,6,4,0,574,été,0,115.2,0.0,0.6906872090928221,2.0,0.875
13,3219.7700000000004,19.513757575757577,9.207107365423362,5.04,59.400000000000006,1842,11.163636363636364,1,48,1,14,0.0969696969696969,2.0853658536585367,125,126,9.615384615384617,0,0,0.0,165,12.692307692307692,2.0,1.0,VIP,Après-midi,UK,Semaine,Moyen,Explorateur,M,Active,0,4,0,0,627,printemps,0,229.98357142857145,0.0,0.4488259808775351,0.3333333333333333,0.7530120481927711
2,353.65000000000003,8.224418604651163,6.17069159600275,0.42,30.0,277,6.441860465116279,1,32,1,14,0.0,8.642857142857142,41,41,20.5,0,0,0.0,43,21.5,3.0,3.0,Medium,Après-midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,10,6,1,432,automne,0,117.88333333333334,0.0,0.6689518180464346,0.75,0.9318181818181818
5,1438.85,7.53324607329843,10.26305591799886,0.1,102.0,1167,6.109947643979058,1,36,1,13,0.0,1.8368421052631576,145,146,29.0,0,0,0.0,191,38.2,2.0,3.0,High,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,9,1,0,465,automne,0,239.8083333333333,0.0,1.2027141640873593,1.0,0.7552083333333334
1,87.5,14.583333333333334,2.807964862078347,10.2,18.6,36,6.0,3,12,1,14,0.0,0.0,6,6,6.0,0,0,0.0,6,6.0,4.0,1.0,Low,Après-midi,UK,Inconnu,Moyen,Modéré,F,Pending,1,6,1,0,549,été,0,43.75,0.0,0.1801902585290918,0.2,0.8571428571428571
7,4310.000000000001,23.68131868131869,23.289902310501173,5.04,249.6,2458,13.505494505494504,2,240,1,14,0.0,2.0,103,103,14.714285714285714,0,0,0.0,182,26.0,2.0,3.0,VIP,Après-midi,Europe du Nord,Inconnu,Moyen,Explorateur,Unknown,Active,0,11,6,1,411,automne,0,538.7500000000001,0.0,0.9436247151627809,1.0,0.5628415300546448
8,3899.1,63.91967213114754,42.06139488760104,-3.18,180.0,3817,62.57377049180328,-3,432,2,14,0.1639344262295081,6.016666666666667,47,47,5.875,1,0,0.0163934426229508,61,7.625,1.0,1.0,VIP,Après-midi,UK,Semaine,Grand,Explorateur,M,Active,0,11,4,0,413,automne,0,433.23333333333335,0.016129032258064516,0.6478990652113996,0.5,0.7580645161290323
12,2236.74,18.6395,9.06013382671488,-8.5,50.400000000000006,978,8.15,-3,25,4,10,0.0,2.974789915966386,102,103,8.5,2,0,0.0166666666666666,120,10.0,4.0,2.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Suspended,0,2,5,1,692,hiver,0,172.05692307692306,0.01652892561983471,0.46132202075994194,0.4,0.8429752066115702
14,4200.97,20.19697115384616,11.361216890627468,-14.85,85.0,1872,9.0,-3,24,1,12,0.0,1.6956521739130437,155,155,11.071428571428571,2,0,0.0096153846153846,208,14.857142857142858,1.0,5.0,VIP,Midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,10,6,1,446,automne,0,280.0646666666667,0.009569377990430622,0.5359830330554557,2.5,0.7416267942583732
11,1695.66,10.732025316455696,10.105454020849724,0.38,65.69999999999999,440,2.7848101265822787,1,24,1,15,0.0,2.242038216560509,84,85,7.636363636363637,0,0,0.0,158,14.363636363636363,2.0,2.0,High,Après-midi,UK,Inconnu,Petit,Explorateur,Unknown,Active,0,9,2,0,485,automne,0,141.305,0.0,0.8613563087590261,0.6666666666666666,0.5283018867924528
9,602.2700000000001,13.687954545454549,11.622987763738951,-19.8,53.1,471,10.704545454545457,-12,48,4,10,0.0,3.5348837209302326,36,36,4.0,3,0,0.0681818181818181,44,4.888888888888889,5.0,3.0,High,Matin,UK,Inconnu,Moyen,Explorateur,F,Active,1,12,2,0,737,hiver,0,60.22700000000001,0.06666666666666667,0.7913278685449019,0.5,0.8
3,1178.56,28.06095238095238,29.837142494575104,0.83,163.2,644,15.333333333333334,1,64,6,13,0.5714285714285714,7.536585365853658,39,39,13.0,0,0,0.0,42,14.0,0.0,0.0,High,Midi,UK,Weekend,Grand,Explorateur,F,Active,0,11,3,0,414,automne,0,294.64,0.0,1.0267090391067661,0.0,0.9069767441860465
8,2215.0200000000004,13.26359281437126,15.367994092776415,-10.95,75.60000000000001,1008,6.035928143712575,-1,36,1,15,0.0,1.7469879518072289,81,81,10.125,1,0,0.0059880239520958,167,20.875,2.0,1.0,VIP,Après-midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,10,5,1,433,automne,0,246.11333333333337,0.005952380952380952,1.0774279869579857,0.3333333333333333,0.48214285714285715
16,5583.62,17.669683544303798,8.870133974463673,-4.5,70.80000000000001,3804,12.037974683544304,-2,48,3,14,0.0,1.1396825396825396,96,99,6.0,2,0,0.0063291139240506,316,19.75,999.0,1.0,VIP,Après-midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,11,5,1,412,automne,0,328.44823529411764,0.006309148264984227,0.4751089622603694,0.001,0.3028391167192429
1,112.6,16.085714285714285,2.798468969173781,12.7,19.8,36,5.142857142857143,2,12,1,15,0.0,0.0,7,7,7.0,0,0,0.0,7,7.0,1.0,1.0,Medium,Après-midi,UK,Inconnu,Moyen,Modéré,Unknown,Active,1,11,4,0,399,automne,0,56.3,0.0,0.16378998983458584,0.5,0.875
1,289.35,22.25769230769231,9.409344782224172,10.5,45.0,124,9.538461538461538,2,25,1,15,0.0,0.0,13,13,13.0,0,0,0.0,13,13.0,4.0,5.0,Medium,Après-midi,UK,Inconnu,Moyen,Modéré,M,Active,1,10,5,1,426,automne,0,144.675,0.0,0.40456914889669005,1.0,0.9285714285714286
6,487.35,13.924285714285713,7.83605366079061,-9.95,35.400000000000006,188,5.371428571428571,-1,12,2,13,0.2571428571428571,10.058823529411764,26,26,4.333333333333333,2,0,0.0571428571428571,35,5.833333333333333,7.0,4.0,Medium,Midi,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,5,6,1,600,printemps,0,69.62142857142858,0.05555555555555555,0.5250538491962695,0.5,0.7222222222222222
62,256438.49,592.2366974595843,713.0352548381302,-3060.6,3828.0,64122,148.0877598152425,-1,1008,0,11,0.0,0.8194444444444444,151,163,2.435483870967742,2,0,0.0046189376443418,433,6.983870967741935,5.0,2.0,VIP,Matin,UK,Inconnu,Grand,Explorateur,Unknown,Active,0,1,5,1,720,hiver,0,4070.452222222222,0.004608294930875576,1.2019405709248245,0.3333333333333333,0.347926267281106
9,1540.42,30.2043137254902,66.00035337041467,0.85,393.7,504,9.882352941176473,1,100,1,17,0.0,6.9,45,46,5.0,0,0,0.0,51,5.666666666666667,2.0,3.0,High,Après-midi,UK,Inconnu,Moyen,Explorateur,M,Active,0,8,5,1,489,été,0,154.042,0.0,2.1151035062341483,1.0,0.8653846153846154
13,1889.4,6.747857142857143,20.412822180438443,-4.95,326.4,1400,5.0,-1,128,2,10,0.0,1.2939068100358424,214,214,16.46153846153846,1,0,0.0035714285714285,280,21.53846153846154,4.0,1.0,High,Matin,UK,Inconnu,Moyen,Explorateur,M,Pending,0,7,5,1,524,été,0,134.95714285714286,0.0035587188612099642,2.634641011580513,0.2,0.7615658362989324
1,48.8,24.4,1.1313708498984771,23.6,25.200000000000003,20,10.0,8,12,2,8,0.0,0.0,2,2,2.0,0,0,0.0,2,2.0,999.0,2.0,Low,Matin,UK,Inconnu,Moyen,Spécialisé,Unknown,Active,1,7,0,0,529,été,0,24.4,0.0,0.044542159444821934,0.002,0.6666666666666666
4,481.35,17.191071428571426,12.89864085268525,-20.0,50.0,392,14.0,-16,48,1,15,0.0,12.444444444444445,25,25,6.25,2,0,0.0714285714285714,28,7.0,2.0,4.0,Medium,Après-midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,1,3,0,715,hiver,0,96.27000000000001,0.06896551724137931,0.709064383773804,1.3333333333333333,0.8620689655172413
43,12432.28,32.71652631578947,39.89877566761957,-32.849999999999994,237.6,5557,14.623684210526315,-13,300,2,14,0.0710526315789473,0.9182058047493404,96,97,2.232558139534884,22,0,0.0578947368421052,380,8.837209302325581,2.0,10.0,VIP,Après-midi,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,10,4,0,441,automne,0,282.5518181818182,0.05774278215223097,1.1833596169998966,3.3333333333333335,0.25196850393700787
27,4404.4400000000005,19.66267857142857,12.88501945770236,-47.7,76.5,1939,8.65625,-6,32,2,11,0.0625,1.5874439461883407,88,93,3.259259259259259,13,0,0.0580357142857142,224,8.296296296296296,1.0,3.0,VIP,Matin,UK,Semaine,Moyen,Explorateur,F,Active,0,11,4,0,420,automne,0,157.3014285714286,0.057777777777777775,0.6235890188757612,1.5,0.39111111111111113
28,5684.61,13.47063981042654,9.61133922158747,-19.9,79.6,3707,8.78436018957346,-6,96,1,13,0.0450236966824644,0.8123515439429929,246,248,8.785714285714286,19,0,0.0450236966824644,422,15.071428571428571,2.0,1.0,VIP,Midi,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,11,4,0,406,automne,0,196.0210344827586,0.04491725768321513,0.6641958716063269,0.3333333333333333,0.5815602836879432
26,9294.1,36.16381322957199,53.12922181985852,-59.9,350.4,3832,14.910505836575876,-24,60,3,12,0.0739299610894941,1.375,103,103,3.9615384615384617,49,0,0.1906614785992217,257,9.884615384615383,5.0,3.0,VIP,Midi,Europe continentale,Semaine,Moyen,Explorateur,M,Active,0,12,6,1,369,hiver,0,344.22592592592594,0.18992248062015504,1.4295955447753281,0.5,0.3992248062015504
10,2865.64,18.25248407643312,8.465447468450263,-2.9,66.0,1882,11.987261146496817,-10,48,2,12,0.0,2.2884615384615383,85,85,8.5,2,0,0.0127388535031847,157,15.7,0.0,1.0,VIP,Midi,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,10,5,1,433,automne,0,260.51272727272726,0.012658227848101266,0.4397067638047175,1.0,0.5379746835443038
2,401.9,40.19,22.82106483054636,17.700000000000003,75.0,354,35.4,4,120,2,9,0.0,3.2222222222222223,10,10,5.0,0,0,0.0,10,5.0,0.0,4.0,Medium,Matin,Océanie,Inconnu,Grand,Modéré,Unknown,Active,1,9,3,0,470,automne,0,133.96666666666667,0.0,0.5540438172019024,4.0,0.9090909090909091
27,7839.51,6.72919313304721,9.096356708163556,-64.35,100.8,5942,5.100429184549356,-33,48,0,10,0.0,0.3049828178694158,403,408,14.925925925925926,24,0,0.0206008583690987,1165,43.14814814814815,3.0,3.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,0,1,5,1,727,hiver,0,279.9825,0.02058319039451115,1.1768830913631663,0.75,0.34562607204116635
28,10454.05,30.38968023255814,35.18442388549244,-78.0,234.0,5236,15.22093023255814,-24,100,2,12,0.1744186046511628,1.0349854227405249,161,165,5.75,11,0,0.0319767441860465,344,12.285714285714286,2.0,2.0,VIP,Midi,UK,Semaine,Grand,Explorateur,M,Active,0,9,5,1,468,automne,0,360.4844827586207,0.03188405797101449,1.1208914402701784,0.6666666666666666,0.4666666666666667
33,5030.6,19.05530303030304,21.326376372590587,-21.0,165.0,3169,12.00378787878788,-32,100,2,9,0.0,1.338403041825095,172,174,5.212121212121212,17,0,0.0643939393939393,264,8.0,999.0,4.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,M,Active,0,3,0,0,662,printemps,0,147.95882352941177,0.06415094339622641,1.0633784161908193,0.004,0.6490566037735849
4,740.3999999999999,38.96842105263157,41.4183745138365,-35.400000000000006,131.39999999999998,427,22.473684210526315,-24,72,1,10,0.0,18.55555555555556,16,16,4.0,2,0,0.1052631578947368,19,4.75,4.0,3.0,High,Matin,UK,Inconnu,Grand,Modéré,M,Active,0,3,3,0,666,printemps,0,148.07999999999998,0.1,1.0362774766432625,0.6,0.8
11,2633.01,11.599162995594714,10.32179881184733,0.83,85.92,1878,8.273127753303966,1,48,6,10,0.3832599118942731,1.5663716814159292,101,103,9.181818181818182,0,0,0.0,227,20.63636363636364,2.0,1.0,VIP,Matin,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,12,2,0,394,hiver,0,219.41750000000002,0.0,0.8192448034410172,0.3333333333333333,0.44298245614035087
9,1088.53,38.87607142857143,49.24997720167065,-8.5,145.0,625,22.321428571428573,-1,100,0,9,0.0,12.814814814814817,21,21,2.333333333333333,2,0,0.0714285714285714,28,3.111111111111111,1.0,4.0,High,Matin,UK,Inconnu,Grand,Explorateur,F,Active,0,10,1,0,430,automne,0,108.853,0.06896551724137931,1.2350759600250583,2.0,0.7241379310344828
5,1928.72,16.626896551724137,47.29517676325427,-265.5,295.0,784,6.758620689655173,-1,36,0,14,0.0,0.3043478260869565,99,99,19.8,3,0,0.0258620689655172,116,23.2,4.0,1.0,High,Après-midi,UK,Inconnu,Moyen,Explorateur,M,Active,1,10,0,0,809,automne,0,321.4533333333333,0.02564102564102564,2.683125564643323,0.2,0.8461538461538461
9,2451.23,8.309254237288133,6.451990210255963,-8.4,40.8,1779,6.030508474576271,-4,48,2,12,0.0,1.227891156462585,214,215,23.77777777777778,2,0,0.0067796610169491,295,32.77777777777778,0.0,5.0,VIP,Midi,UK,Inconnu,Moyen,Explorateur,F,Active,0,6,0,0,557,été,0,245.123,0.006756756756756757,0.6930727258916805,5.0,0.722972972972973
13,2590.46,23.129107142857144,47.6782743043104,-3.75,290.0,1170,10.446428571428571,-4,72,0,14,0.0535714285714285,2.972972972972973,91,92,7.0,5,0,0.0446428571428571,112,8.615384615384615,3.0,0.0,VIP,Après-midi,UK,Semaine,Moyen,Explorateur,Unknown,Active,0,11,3,0,400,automne,0,185.03285714285715,0.04424778761061947,1.9759651288391926,0.0,0.8053097345132744
9,3385.6200000000003,16.435048543689323,6.55234709372576,4.35,50.85,1768,8.58252427184466,1,48,2,10,0.0,1.4780487804878049,155,155,17.22222222222222,0,0,0.0,206,22.88888888888889,1.0,1.0,VIP,Matin,UK,Inconnu,Moyen,Explorateur,Unknown,Active,0,2,5,1,685,hiver,0,338.562,0.0,0.37581467452222295,0.5,0.748792270531401
1,173.55,15.77727272727273,4.004083143265362,10.5,23.25,121,11.0,1,25,2,10,0.0,0.0,11,11,11.0,0,0,0.0,11,11.0,3.0,3.0,Medium,Matin,Europe continentale,Inconnu,Moyen,Modéré,F,Active,1,5,0,0,599,printemps,0,86.775,0.0,0.2386611464422594,0.75,0.9166666666666666
